,Name,Ratings,Reviews,Industry,HQ,Number_of_employees
5680,DTC Projects,3.8,127,Real Estate,Kolkata +8 more,51-200 Employees
5681,CGS,3.5,127,IT Services & Consulting,New York +11 more,11-50 Employees
5682,Sun Technologies,4.1,127,IT Services & Consulting,Atlanta +6 more,501-1k Employees
5683,Intuit,4.0,127,IT Services & Consulting,Mountain View +8 more,1k-5k Employees
5684,Puthur Infotech,3.5,126,IT Services & Consulting,Bangalore/Bengaluru +32 more,501-1k Employees
5685,Ramee Group of Hotels,3.6,126,Hospitality,Dubai +12 more,51-200 Employees
5686,Etihad Airways,4.1,126,Aviation,Abu Dhabi +12 more,51-200 Employees
5687,Coastal Projects,3.9,126,Engineering & Construction,Hyderabad/Secunderabad +16 more,5k-10k Employees (Global)
5688,Winjit Technologies,4.0,126,IT Services & Consulting,Nashik +6 more,201-500 Employees
5689,JSW Severfield Structures,3.3,126,Engineering & Construction,Mumbai +6 more,501-1k Employees
5690,Vsun Mobile,3.8,126,Telecom,Dubai +9 more,51-200 Employees
5691,Jyote Motors,3.7,126,Automobile,Bhubaneswar +9 more,51-200 Employees
5692,Leeford Healthcare,4.3,126,Pharma,Ludhiana +44 more,1k-5k Employees
5693,Prestige Estates Projects,4.4,126,Real Estate,Bangalore/Bengaluru +7 more,1k-5k Employees
5694,NDS InfoServ,4.5,126,BPO,Dallas TX +6 more,201-500 Employees
5695,CTR Manufacturing Industries,3.5,126,Electronics Manufacturing,Pune +9 more,51-200 Employees
5696,Pyrotech Electronics,3.6,126,Electronics Manufacturing,Udaipur +9 more,51-200 Employees
5697,City Montessori School,4.0,126,Education & Training,Lucknow +8 more,1k-5k Employees
5698,Orange City Water,4.0,126,Waste Management,Nagpur +2 more,201-500 Employees
5699,Oxigen Services,4.1,126,FinTech,Gurgaon +25 more,51-200 Employees
5700,ABT Maruti,3.9,126,Automobile,Coimbatore +16 more,1k-5k Employees (Global)
5701,MTAR Technologies,4.2,126,Defence & Aerospace,Hyderabad +4 more,1k-5k Employees
5702,AYTB,3.3,126,Engineering & Construction,Al Jubail +8 more,51-200 Employees
5703,EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.7,126,Fashion & Textile,Tirupur/Tiruppur +8 more,501-1k Employees (Global)
5704,Sagar Hospital,4.1,126,Healthcare,Bangalore/Bengaluru +7 more,1k-5k Employees
5705,Futurz Staffing Solutions,3.8,126,Recruitment,Mumbai +30 more,51-200 Employees
5706,Meghmani Industries,3.6,126,Agro Chemicals,Charlotte +14 more,1-10 Employees
5707,Tax Consultants,4.1,126,11-50 Employees (Global),Fairfield +61 more,Fairfield +61 more
5708,Wheels Emi,4.0,126,NBFC,Pune +32 more,201-500 Employees
5709,Divgi Torqtransfer Systems,3.7,126,Auto Components,Pune +2 more,51-200 Employees
5710,Pure & Cure Healthcare,4.2,126,Pharma,Haridwar +5 more,11-50 Employees
5711,Amity International School,4.2,126,Education & Training,Noida +14 more,5k-10k Employees
5712,Shri Mahavir ferro Alloys,3.7,126,Iron & Steel,Rourkela +7 more,51-200 Employees
5713,EICHER TRUCKS AND BUSES,4.3,126,Automobile,New Delhi +38 more,1k-5k Employees
5714,Hitachi Systems,4.1,126,IT Services & Consulting,Mumbai +21 more,1k-5k Employees
5715,KreditBee,3.7,126,Internet,Bangalore +10 more,501-1k Employees
5716,Birla Open Minds International School,3.7,126,Education & Training,Mumbai +22 more,201-500 Employees
5717,Marathon Electric India,3.7,126,Semiconductors,Las Vegas +10 more,201-500 Employees
5718,National Small Industries Corporation,3.8,126,Government,New Delhi +27 more,1k-5k Employees
5719,20Cube Logistics,3.6,126,Logistics,Singapore +22 more,51-200 Employees
5720,Cadeploy Engineering,2.7,126,Engineering & Construction,San Ramon +6 more,51-200 Employees
5721,OSB India,3.2,126,Financial Services,Bangalore/Bengaluru +4 more,501-1k Employees
5722,Hospet Steels,3.7,126,Iron & Steel,Koppal +5 more,1k-5k Employees
5723,Soothe Healthcare,3.5,126,Healthcare,Noida +26 more,201-500 Employees
5724,Pacific India,3.5,126,Real Estate,New Delhi +14 more,1k-5k Employees (Global)
5725,iLink Digital,3.8,126,IT Services & Consulting,Chennai +5 more,1k-5k Employees
5726,KDK Software,3.5,126,Software Product,Jaipur +8 more,51-200 Employees
5727,Upstox,3.8,126,FinTech,Mumbai +17 more,1k-5k Employees
5728,Swiss Garnier Life Sciences,3.7,126,Pharma,Chennai +9 more,201-500 Employees
5729,Bullmen Realty,3.0,126,Real Estate,Noida +11 more,201-500 Employees
5730,Slice,3.3,126,Financial Services,New York City +5 more,1k-5k Employees
5731,Programmers.io,4.4,126,IT Services & Consulting,Jaipur +3 more,1k-5k Employees
5732,Goel Ganga Group,3.8,125,Real Estate,Pune +3 more,201-500 Employees
5733,Chowgule Industries,4.0,125,Auto Components,Goa +15 more,51-200 Employees
5734,Appcino Technologies,3.9,125,IT Services & Consulting,Jaipur +12 more,201-500 Employees
5735,ING Vysya Bank,4.4,125,Banking,Mumbai +41 more,5k-10k Employees
5736,Innovision,3.3,125,Facility Management Services,Gurgaon/Gurugram +31 more,201-500 Employees
5737,Sangam India,3.7,125,Fashion & Textile,Bhilwara +13 more,1k-5k Employees
5738,Niit Foundation,4.0,125,Education & Training,New Delhi +26 more,501-1k Employees
5739,WM Logistics,3.5,125,Logistics,Houstan +2 more,501-1k Employees
5740,GGK Technologies,3.5,125,IT Services & Consulting,Duluth +3 more,1k-5k Employees
5741,FEV,3.3,125,Auto Components,Aachen +5 more,201-500 Employees
5742,Sterling Biotech,4.2,125,Pharma,Mumbai +2 more,501-1k Employees
5743,In2IT Technologies,3.5,125,IT Services & Consulting,Irving +11 more,201-500 Employees
5744,Wicked Ride Adventures,3.9,125,Internet,Bangalore +8 more,51-200 Employees
5745,Ankur Seeds,4.1,125,Agriculture,Nagpur +30 more,1k-5k Employees
5746,Aksh Optifibre,3.7,125,Telecom,Delhi/NCR +12 more,201-500 Employees
5747,Himedia Laboratories,3.4,125,Biotechnology,Mumbai +13 more,201-500 Employees
5748,Corrtech International,3.8,125,Engineering & Construction,Ahemdabad +26 more,201-500 Employees
5749,Jasper Industries,4.1,125,Automobile,Hyderabad +16 more,501-1k Employees
5750,DS-MAX Properties,3.9,125,Real Estate,Bangalore/Bengaluru +7 more,5k-10k Employees
5751,Enpro Industries,4.1,125,Oil & Gas,Pune +2 more,201-500 Employees
5752,Volksoft Technologies,4.4,125,Software Product,secunderabad +2 more,51-200 Employees
5753,Inditex,3.9,125,Fashion & Textile,Arteixo +17 more,1k-5k Employees
5754,KPC Projects,4.0,125,Engineering & Construction,Hyderabad +18 more,201-500 Employees
5755,Prothious Engineering Services,3.4,125,Design,Mumbai +5 more,1k-5k Employees
5756,NIMT,4.5,125,Education & Training,Ghaziabad +5 more,51-200 Employees (Global)
5757,Tech Mahindra Foundation,4.2,125,Non-Profit,New Delhi +20 more,11-50 Employees
5758,Frontizo Business Services,3.1,125,BPO,Bangalore/Bengaluru +5 more,51-200 Employees
5759,MeritTrac,3.8,125,EdTech,Bangalore +14 more,201-500 Employees
5760,Mahindra Sanyo Special Steel,3.7,125,Iron & Steel,Pune +7 more,1k-5k Employees
5761,Tata Ficosa Automotive Systems,3.9,125,Auto Components,Pune +10 more,201-500 Employees
5762,Translumina Therapeutics,4.1,125,Healthcare,Pune +8 more,201-500 Employees
5763,Cogent,3.5,125,IT Services & Consulting,Noida +15 more,51-200 Employees
5764,SIAC SKH India Cabs Manufacturing,3.8,125,Industrial Machinery,Pune +7 more,1-10 Employees
5765,Chiripal Poly Films,4.2,125,Packaging,Ahmedabad +7 more,501-1k Employees
5766,Putzmeister Concrete Machines,3.9,125,Industrial Machinery,Pune +21 more,201-500 Employees
5767,Mvs Acmei Technologies,4.3,125,Industrial Machinery,Hyderabad/Secunderabad +19 more,201-500 Employees
5768,Trident Automobiles,4.6,125,Auto Components,Bengaluru/Bangalore +6 more,201-500 Employees
5769,Tripjack,4.7,125,Travel & Tourism,Mumbai +8 more,501-1k Employees
5770,Enrich Hair And Skin Solutions,3.8,125,Beauty & Personal Care,Pune +12 more,501-1k Employees
5771,Mohani Tea Leaves,3.8,125,FMCG,Kanpur +17 more,201-500 Employees
5772,Lulu Hypermarket,3.9,125,Retail,Lucknow +22 more,201-500 Employees
5773,Prudent Corporate Advisory Services,4.2,125,Investment Banking / Venture Capital / Private Equity,Pune +44 more,501-1k Employees
5774,Bimal Auto Agency,3.8,124,Auto Components,Bengaluru/Bangalore +6 more,501-1k Employees
5775,Medgenome Labs,3.7,124,Biotechnology,Bengaluru/Bangalore +14 more,201-500 Employees
5776,Satvat Infosol,3.5,124,IT Services & Consulting,Chennai +5 more,201-500 Employees
5777,SAS,4.1,124,IT Services & Consulting,Pune +17 more,201-500 Employees
5778,SITA,3.8,124,IT Services & Consulting,Pune +19 more,5k-10k Employees
5779,Plintron Global Technology Solutions,3.1,124,Telecom,Chennai +2 more,501-1k Employees
5780,Suhail Bahwan Automobiles,4.1,124,Auto Components,Muscat +8 more,10k-50k Employees
5781,Inspiredge IT Solutions,4.1,124,IT Services & Consulting,Visakhapatnam +2 more,201-500 Employees
5782,Prasol Chemicals,3.2,124,Chemicals,Mumbai +5 more,51-200 Employees
5783,Profinch Solutions,3.4,124,FinTech,Bangalore +3 more,501-1k Employees
5784,Mahindra Two Wheelers,4.2,124,Automobile,Pune +34 more,501-1k Employees
5785,Hartex Rubber,3.4,124,Auto Components,Hyderabad/Secunderabad +10 more,201-500 Employees
5786,Flemingo Duty Free Shop,4.0,124,Retail,Navi Mumbai +14 more,201-500 Employees
5787,Speciality Restaurants,4.2,124,Hospitality,Mumbai +12 more,1k-5k Employees
5788,Mansukh Securities & Finance,2.5,124,Financial Services,New Delhi +10 more,51-200 Employees
5789,Plintron Global Technology Solutions,3.1,124,Telecom,Singapore +2 more,501-1k Employees
5790,Vserve Ebusiness Solutions,4.4,124,IT Services & Consulting,New York +8 more,201-500 Employees
5791,Jayanita Exports,3.3,124,Furniture & Furnishing,Greater Noida +7 more,201-500 Employees
5792,Amar Cars,3.8,124,Automobile,Vadodara +10 more,501-1k Employees
5793,Oasis Resource Management,4.2,124,Other,New Delhi +2 more,201-500 Employees
5794,ACN Health care,3.6,124,Healthcare,Bangalore/Bengaluru +3 more,11-50 Employees
5795,INDIA TODAY GROUP,3.8,124,Media & Entertainment,Noida +9 more,1k-5k Employees
5796,WorkIndia,3.1,124,IT Services & Consulting,Mumbai +11 more,201-500 Employees
5797,Paytm Mall,3.7,124,Internet,Delhi +23 more,501-1k Employees
5798,Redington Gulf,3.6,124,IT Services & Consulting,Dubai +2 more,1k-5k Employees (Global)
5799,Accentuate Business Solutions,3.9,124,IT Services & Consulting,Gurgaon/Gurugram +12 more,51-200 Employees
5800,Godrej Tyson Food,4.3,124,Food Processing,Mumbai +26 more,201-500 Employees
5801,Reliance Corporate IT Park,4.4,124,Thane +26 more,Thane +26 more,
5802,Shakambhari Ispat & Power,3.7,124,Power,Kolkata +9 more,1k-5k Employees
5803,DB Engineering & Consulting,4.4,124,Railways,Berlin +9 more,201-500 Employees
5804,Denso Ten Minda India,4.1,124,Auto Components,Bawal +6 more,51-200 Employees
5805,University of Engineering and Management,3.7,124,Education & Training,Kolkata +16 more,201-500 Employees
5806,Brick&Bolt,4.1,124,Engineering & Construction,Bangalore +5 more,51-200 Employees
5807,RNFI Services,3.5,124,Financial Services,Delhi/NCR +27 more,501-1k Employees
5808,Collman Services,4.0,124,BPO,Chennai +13 more,201-500 Employees
5809,SUGAR Cosmetics,3.7,124,Internet,Mumbai +24 more,201-500 Employees
5810,Collage,4.2,124,Retail,New York +57 more,11-50 Employees (Global)
5811,Milan Laboratories India Private Limited,4.1,124,Pharma,Thane +8 more,201-500 Employees
5812,The Cosmos Co-operative Bank,3.6,124,Banking,Pune +21 more,1k-5k Employees
5813,Orchid Hotel,4.1,124,Hospitality,Bangalore/Bengaluru +10 more,51-200 Employees
5814,Air India Engineering Services,3.8,124,Industrial Machinery,Delhi/NCR +10 more,501-1k Employees
5815,Park Plus,2.9,124,Internet,Gurgaon +20 more,201-500 Employees
5816,Unschool Learning,3.4,124,EdTech,Hyderabad +6 more,51-200 Employees
5817,Bikayi,3.0,124,Marketing & Advertising,Bengaluru/Bangalore +4 more,51-200 Employees
5818,ION Group,3.6,124,Software Product,Noida +8 more,1k-5k Employees
5819,The Hindu Group,4.0,124,Printing & Publishing,Chennai +16 more,1k-5k Employees
5820,FCS Software Solutions,3.3,124,IT Services & Consulting,Noida +13 more,1k-5k Employees
5821,Minda Stoneridge Instruments,3.5,123,Auto Components,New Delhi +4 more,1k-5k Employees
5822,Sri Ranganathar Industries,3.5,123,Industrial Machinery,Coimbatore +5 more,501-1k Employees
5823,ASSA ABLOY,3.5,123,Real Estate,Stockholm +25 more,51-200 Employees
5824,YFC PROJECTS,3.8,123,Engineering & Construction,Gurgaon/Gurugram +12 more,51-200 Employees
5825,Serdia Pharmaceuticals,3.8,123,Pharma,Mumbai +22 more,501-1k Employees
5826,Ajnara India,3.5,123,Real Estate,Noida +3 more,201-500 Employees
5827,ACI Worldwide,4.2,123,Software Product,Coral Gables +3 more,501-1k Employees
5828,Aranca,3.7,123,Analytics & KPO,Mumbai +2 more,501-1k Employees
5829,Jayem Automotives,3.7,123,Auto Components,Chennai +7 more,501-1k Employees
5830,Inchcape Shipping Services,3.6,123,Ports & Shipping,London +11 more,201-500 Employees
5831,Automation Anywhere,3.6,123,Industrial Automation,San Jose +8 more,1k-5k Employees
5832,Affine,3.4,123,IT Services & Consulting,Bangalore +1 more,201-500 Employees
5833,Caliber Technologies,3.9,123,IT Services & Consulting,Pittsburgh +11 more,501-1k Employees
5834,Unify Technologies,3.4,123,IT Services & Consulting,Bellevue +8 more,201-500 Employees
5835,Holostik,4.1,123,Packaging,Noida +11 more,1k-5k Employees
5836,Gulf Oil Corporation,4.3,123,Oil & Gas,Hyderabad +21 more,201-500 Employees (Global)
5837,Pramata Knowledge Solutions,3.0,123,IT Services & Consulting,Brisbane +1 more,201-500 Employees
5838,Indian School of Business,3.8,123,Analytics & KPO,Hyderabad/Secunderabad +8 more,51-200 Employees
5839,Concentric,3.8,123,Industrial Machinery,Gurgaon/Gurugram +17 more,51-200 Employees
5840,Diagno Labs,3.9,123,Healthcare,Gurgaon/Gurugram +27 more,201-500 Employees (Global)
5841,Choice Consultancy Services,4.3,123,Management Consulting,Mumbai +35 more,1k-5k Employees (Global)
5842,BIC Contracting,4.5,123,Engineering & Construction,Dubai +8 more,1k-5k Employees
5843,Noccarc Robotics,4.4,123,Medical Equipment,Pune +8 more,51-200 Employees
5844,Osam Dairy,3.9,123,Agriculture,Ranchi +20 more,201-500 Employees
5845,Layam Flexi Solutions,3.7,123,Recruitment,Chennai +28 more,1k-5k Employees (Global)
5846,BetterPlace Safety Solutions,3.2,123,IT Services & Consulting,Gronau +10 more,201-500 Employees
5847,Lubi Industries Llp,4.2,123,Industrial Machinery,Ahmedabad +26 more,1k-5k Employees
5848,River Engineering,4.0,123,Industrial Machinery,Greater Noida +5 more,51-200 Employees
